objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Okiya","125311","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50634308","6.00253","6.54744","1.2169","3100","4427","thing","Okiya","2","2","10","10","10","2012","2","2","6+","No necessary in-game text","","","","","","standalone","","Jactalea","English; French; German; Portuguese; Spanish","0","Multilingual first edition"
"Old Town","5222","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51481731","5.6318","6.38657","2.2558","7870","540","thing","Old Town","1","4","45","45","45","2000","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Olympus","73070","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635171","6.00419","6.78922","3.0085","3086","2260","thing","Olympus","3","5","120","120","60","2012","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Fantasy Flight Games","English","2012","English second edition"
"Om Nom Nom","147305","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480888","5.67505","6.28672","1.2059","6699","781","thing","Om Nom Nom","1","6","20","20","20","2013","3,4,5,6","4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Once Upon a Time: The Storytelling Card Game","1234","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479971","6.13419","6.35491","1.373","2458","18356","thing","Once Upon a Time: The Storytelling Card Game","2","6","30","30","30","1993","3,4,5,6","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Onirim","71836","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50638148","6.32201","6.6297","1.6517","1762","9166","thing","Onirim","1","2","15","15","15","2010","1,2","1","8+","No necessary in-game text","","","","","","standalone","","Z-Man Games","English","2010","English first edition"
"Onitama","160477","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58775886","7.14227","7.34136","1.6588","348","38153","thing","Onitama","2","2","20","20","15","2014","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Opera","42743","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636461","5.81451","6.56942","3.2328","4528","1279","thing","Opera","2","4","90","90","90","2009","3,4","4","12+","No necessary in-game text","","","","","","standalone","","HUCH!","German","2009","German edition"
"Ora et Labora","70149","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478957","7.29473","7.67715","3.8876","237","15300","thing","Ora et Labora","1","4","180","180","60","2011","1,2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Orléans","164928","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58775651","7.85861","8.04767","3.0152","37","42055","thing","Orléans","2","5","90","90","90","2014","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Oshi","23935","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50633930","5.59714","6.13294","2.1373","9324","868","thing","Oshi","2","2","20","20","15","2006","2","2","8+","No necessary in-game text","","","","","","standalone","","WizKids (I)","Dutch; English; French; German; Italian; Portuguese; Spanish","2006","Multilingual edition"
"P.I.","129050","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56196365","6.05383","6.69213","2.2277","2836","2410","thing","P.I.","2","5","60","60","45","2012","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"The Palaces of Carrara","129948","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","56215646","6.60169","7.1162","2.5878","1068","4870","thing","The Palaces of Carrara","2","4","60","60","60","2012","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pandemic","30549","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636819","7.4099","7.51878","2.3954","165","220475","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Z-Man Games","English","2008","English second edition 2008"
"Pantheon","94480","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636598","6.01672","6.70032","2.7578","3008","2671","thing","Pantheon","2","4","90","90","60","2011","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Hans im Glück","German","2011","German edition"
"Pants on Fire!","42062","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480157","5.48982","5.06628","1","26936","133","thing","Pants on Fire!","2","8","60","60","30","2009","3,4,5,6,7,8","3","","Unplayable in another language","","","","","","standalone","","","","",""
"Parade","56692","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637821","6.66063","6.99968","1.4583","964","12668","thing","Parade","2","6","45","45","45","2010","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","Z-Man Games","English","2010","Z-Man Games English edition"
"El Paso","56880","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50633969","5.5929","6.24168","1.9412","9539","453","thing","El Paso","2","5","45","45","45","2009","3,4,5","5","8+","No necessary in-game text","","","","","","standalone","","Zoch Verlag","English; French; German","2009","English/French/German edition"
"Passa o Desenho","46213","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637056","7.14365","7.37534","1.0704","346","31021","thing","Telestrations","4","8","30","30","30","2017","5,6,7,8","8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","MESAboardgames","Portuguese","2017","Portuguese edition"
"Le Passe-Trappe","12171","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51482217","5.73854","6.64256","1.0385","5502","533","thing","Le Passe-Trappe","2","2","10","10","10","2003","2","2","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Patchwork","163412","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478697","7.47549","7.5822","1.599","141","118887","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","133038","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","55831235","6.83845","7.15992","2.7178","695","19367","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","1","4","90","90","90","2013","1,2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Paths of Glory","91","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58591547","7.25544","8.06904","3.8598","257","11224","thing","Paths of Glory","2","2","480","480","480","1999","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Perplexus","72644","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51482202","5.72844","6.92363","1.5","5653","909","thing","Perplexus","1","1","30","30","30","2001","1","1","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Perudo","45","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480135","6.72417","6.9282","1.2502","854","23291","thing","Perudo","2","10","30","30","15","1800","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Phoenix","6481","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50636383","5.71232","6.39453","1.675","5929","1009","thing","Ada's Library","2","2","20","20","20","2003","2","2","8+","No necessary in-game text","","","","","","standalone","","Descartes Editeur; Eurogames","English; French; German; Spanish","2003","English/French/German/Spanish edition"
"Photosynthesis","218603","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50633146","6.77202","6.93732","2.262","782","42291","thing","Photosynthesis","2","4","60","60","30","2017","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","Blue Orange (EU)","Dutch; English; French; German; Italian; Portuguese; Russian; Spanish","2017","Multilingual edition"
"Pick & Pack","26235","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480875","5.73124","6.46282","1.8841","5617","786","thing","Pick & Pack","2","2","20","20","20","2007","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pickomino","15818","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51478842","6.39834","6.60003","1.1517","1558","21884","thing","Pickomino","2","7","20","20","20","2005","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Piece o' Cake","37371","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480117","6.08941","6.64284","1.3593","2658","2686","thing","Piece o' Cake","2","5","20","20","20","2008","2,3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pingüinos & Cía Deluxe!","8203","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637743","6.57501","6.70056","1.446","1131","29838","thing","Hey, That's My Fish!","2","4","20","20","20","2008","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","Devir; Phalanx Games B.V.","Portuguese; Spanish","2008","Portuguese/Spanish edition"
"Piratenbillard","151","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51514049","5.67435","6.55","1.2333","6717","342","thing","Piratenbillard","2","4","15","15","15","1989","2,4","4","","","","","","","","standalone","","","","",""
"Pit","140","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479650","6.19159","6.40293","1.1527","2226","19286","thing","Pit","3","8","90","90","30","1903","4,5,6,7,8","6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pocket Battles: Celts vs. Romans","42898","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50637856","5.80584","6.3861","1.8571","4619","2828","thing","Pocket Battles: Celts vs. Romans","2","2","30","30","30","2009","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Z-Man Games","English","2009","English first edition"
"Poison","17025","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50638163","6.10391","6.45723","1.1911","2590","6008","thing","Poison","3","6","30","30","30","2013","3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","AMIGO","German","2013","AMIGO German (card only) edition 2013"
"Ponte del Diavolo","27172","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480563","5.83199","6.46377","2.3235","4367","1556","thing","Ponte del Diavolo","2","2","25","25","25","2007","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Port Royal","156009","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58798396","6.89607","7.10763","1.6281","616","27990","thing","Port Royal","2","5","50","50","20","2014","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Potion Explosion","180974","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","58776187","6.92564","7.12139","1.7807","579","32800","thing","Potion Explosion","2","4","45","45","30","2015","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pow Wow","31545","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480830","5.75254","6.58549","1.1481","5289","713","thing","Pow Wow","3","8","30","30","15","2006","4,5,6,7,8","6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Power $truggle","55697","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635533","6.23052","6.96147","3.3674","2070","3355","thing","Power Struggle","3","5","105","105","105","2009","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","eggertspiele","English","2009","eggertspiele English first edition"
"The Princes of Florence","555","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51480387","7.20982","7.49568","3.2413","292","18259","thing","The Princes of Florence","1","5","100","100","75","2000","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Princes of Machu Picchu","36811","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","50635690","6.11745","6.94455","3.0989","2533","1955","thing","The Princes of Machu Picchu","2","5","90","90","90","2008","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","PD-Verlag; Rio Grande Games","English; German","2008","English cover edition"
"Progress: Evolution of Technology","140717","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","51479003","5.96163","6.50723","2.4259","3349","2983","thing","Progress: Evolution of Technology","1","5","90","90","45","2014","1,2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
